2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000, -5.216858665681380E-01,  1.525234576802456E+00,  4.475559803760917E-02, -1.271183490340182E-02, -3.338839586392289E-03,  2.417788175781369E-04,
2460677.500000000, A.D. 2025-Jan-02 00:00:00.0000, -5.343791539467060E-01,  1.521841997667059E+00,  4.499579567247048E-02, -1.267460171838503E-02, -3.446246964229651E-03,  2.386145530537831E-04,
2460678.500000000, A.D. 2025-Jan-03 00:00:00.0000, -5.470347946845668E-01,  1.518342227108975E+00,  4.523282342886351E-02, -1.263654249334626E-02, -3.553221602001244E-03,  2.354391059400770E-04,
2460679.500000000, A.D. 2025-Jan-04 00:00:00.0000, -5.596519653086863E-01,  1.514735700259590E+00,  4.546667023296288E-02, -1.259766237154649E-02, -3.659758745819750E-03,  2.322526978399221E-04,
2460680.500000000, A.D. 2025-Jan-05 00:00:00.0000, -5.722298474948030E-01,  1.511022856987115E+00,  4.569732523611274E-02, -1.255796649375007E-02, -3.765853685513615E-03,  2.290555500808055E-04,
2460681.500000000, A.D. 2025-Jan-06 00:00:00.0000, -5.847676280636570E-01,  1.507204141840334E+00,  4.592477781351250E-02, -1.251745999986570E-02, -3.871501756136433E-03,  2.258478848758025E-04,
2460682.500000000, A.D. 2025-Jan-07 00:00:00.0000, -5.972644989779082E-01,  1.503280003993406E+00,  4.614901756343604E-02, -1.247614802918962E-02, -3.976698346886840E-03,  2.226299252005295E-04,
2460683.500000000, A.D. 2025-Jan-08 00:00:00.0000, -6.097196573384506E-01,  1.499250897192267E+00,  4.637003430643125E-02, -1.243403572274887E-02, -4.081438909130178E-03,  2.194018955293599E-04,
2460684.500000000, A.D. 2025-Jan-09 00:00:00.0000, -6.221323053792063E-01,  1.495117279701577E+00,  4.658781808400637E-02, -1.239112822174847E-02, -4.185718958019757E-03,  2.161640210713836E-04,
2460685.500000000, A.D. 2025-Jan-10 00:00:00.0000, -6.345016504609777E-01,  1.490879614251219E+00,  4.680235915696818E-02, -1.234743065755212E-02, -4.289534066132031E-03,  2.129165234348750E-04,
2460686.500000000, A.D. 2025-Jan-11 00:00:00.0000, -6.468269050655376E-01,  1.486538367983144E+00,  4.701364800397722E-02, -1.230294814337972E-02, -4.392879853545530E-03,  2.096596172706385E-04,
2460687.500000000, A.D. 2025-Jan-12 00:00:00.0000, -6.591072867901857E-01,  1.482094012400120E+00,  4.722167532054002E-02, -1.225768577869266E-02, -4.495751983807770E-03,  2.063935126440277E-04,
2460688.500000000, A.D. 2025-Jan-13 00:00:00.0000, -6.713420183418071E-01,  1.477547023316356E+00,  4.742643201802611E-02, -1.221164866031011E-02, -4.598146165969842E-03,  2.031184203319620E-04,
2460689.500000000, A.D. 2025-Jan-14 00:00:00.0000, -6.835303275298638E-01,  1.472897880808472E+00,  4.762790922234100E-02, -1.216484188848726E-02, -4.700058155610480E-03,  1.998345548907692E-04,
2460690.500000000, A.D. 2025-Jan-15 00:00:00.0000, -6.956714472591334E-01,  1.468147069165804E+00,  4.782609827254086E-02, -1.211727056454976E-02, -4.801483755919113E-03,  1.965421338091225E-04,
2460691.500000000, A.D. 2025-Jan-16 00:00:00.0000, -7.077646155231091E-01,  1.463295076840803E+00,  4.802099071983174E-02, -1.206893978374016E-02, -4.902418824003098E-03,  1.932413739733526E-04,
2460692.500000000, A.D. 2025-Jan-17 00:00:00.0000, -7.198090753974689E-01,  1.458342396400875E+00,  4.821257832677439E-02, -1.201985462805631E-02, -5.002859276631627E-03,  1.899324878191938E-04,
2460693.500000000, A.D. 2025-Jan-18 00:00:00.0000, -7.318040750322590E-01,  1.453289524481894E+00,  4.840085306608701E-02, -1.197002016367126E-02, -5.102801083565231E-03,  1.866156821812767E-04,
2460694.500000000, A.D. 2025-Jan-19 00:00:00.0000, -7.437488676428116E-01,  1.448136961742314E+00,  4.858580711897430E-02, -1.191944144471220E-02, -5.202240252747141E-03,  1.832911609058542E-04,
2460695.500000000, A.D. 2025-Jan-20 00:00:00.0000, -7.556427115008986E-01,  1.442885212817156E+00,  4.876743287361655E-02, -1.186812351777363E-02, -5.301172823987372E-03,  1.799591277033121E-04,
2460696.500000000, A.D. 2025-Jan-21 00:00:00.0000, -7.674848699270177E-01,  1.437534786272511E+00,  4.894572292427021E-02, -1.181607142353450E-02, -5.399594875148040E-03,  1.766197868904282E-04,
2460697.500000000, A.D. 2025-Jan-22 00:00:00.0000, -7.792746112829420E-01,  1.432086194561553E+00,  4.912067007065835E-02, -1.176329019930925E-02, -5.497502531587236E-03,  1.732733441401873E-04,
2460698.500000000, A.D. 2025-Jan-23 00:00:00.0000, -7.910112089632109E-01,  1.426539953981633E+00,  4.929226731702017E-02, -1.170978488153237E-02, -5.594891970932500E-03,  1.699200073761884E-04,
2460699.500000000, A.D. 2025-Jan-24 00:00:00.0000, -8.026939413855190E-01,  1.420896584631093E+00,  4.946050787068802E-02, -1.165556050075560E-02, -5.691759421768808E-03,  1.665599845013125E-04,
2460700.500000000, A.D. 2025-Jan-25 00:00:00.0000, -8.143220919810802E-01,  1.415156610365680E+00,  4.962538514064181E-02, -1.160062206984938E-02, -5.788101157337112E-03,  1.631934781128653E-04,
2460701.500000000, A.D. 2025-Jan-26 00:00:00.0000, -8.258949491856272E-01,  1.409320558756137E+00,  4.978689273643949E-02, -1.154497457947957E-02, -5.883913487987203E-03,  1.598206836556989E-04,
